timestamp,power,appliance1,appliance2,appliance3,appliance5,appliance7
1649696805,293.92,0,293.92,0.0,0.0,0.0
1649696810,288.98,0,288.98,0.0,0.0,0.0
1649696815,295.97,0,295.97,0.0,0.0,0.0
1649696821,289.84,0,289.84,0.0,0.0,0.0
1649696826,289.41,0,289.41,0.0,0.0,0.0
1649696832,285.25,0,285.25,0.0,0.0,0.0
1649696838,282.82,0,282.82,0.0,0.0,0.0
1649696843,285.98,0,285.98,0.0,0.0,0.0
1649696848,281.73,0,281.73,0.0,0.0,0.0
1649696854,280.40,0,280.4,0.0,0.0,0.0
1649696870,331.47,0,331.47,0.0,0.0,0.0
1649696876,332.59,0,332.59,0.0,0.0,0.0
1649696881,337.42,0,337.42,0.0,0.0,0.0
1649696887,339.68,0,339.68,0.0,0.0,0.0
1649696892,337.99,0,337.99,0.0,0.0,0.0
1649696898,343.03,0,343.03,0.0,0.0,0.0
1649696903,343.74,0,343.74,0.0,0.0,0.0
1649696909,342.49,0,342.49,0.0,0.0,0.0
1649696914,343.13,0,343.13,0.0,0.0,0.0
1649696920,342.07,0,342.07,0.0,0.0,0.0
1649696925,347.57,0,347.57,0.0,0.0,0.0
1649696931,337.71,0,337.71,0.0,0.0,0.0
1649696936,333.97,0,333.97,0.0,0.0,0.0
1649696942,336.97,0,336.97,0.0,0.0,0.0
1649696947,332.32,0,332.32,0.0,0.0,0.0
1649696953,328.71,0,328.71,0.0,0.0,0.0
1649696958,328.70,0,328.7,0.0,0.0,0.0
1649696964,328.83,0,328.83,0.0,0.0,0.0
1649696969,328.68,0,328.68,0.0,0.0,0.0
1649696975,326.30,0,326.3,0.0,0.0,0.0
1649696980,325.01,0,325.01,0.0,0.0,0.0
1649696986,324.64,0,324.64,0.0,0.0,0.0
1649696991,326.48,0,326.48,0.0,0.0,0.0
1649696997,329.10,0,329.1,0.0,0.0,0.0
1649697002,326.04,0,326.04,0.0,0.0,0.0
1649697008,325.63,0,325.63,0.0,0.0,0.0
1649697013,325.42,0,325.42,0.0,0.0,0.0
1649697019,328.94,0,328.94,0.0,0.0,0.0
1649697024,337.51,0,337.51,0.0,0.0,0.0
